TestNo,TestName,Runtime
35,org.jfree.chart.axis.junit.AxisLocationTests,5
36,org.jfree.chart.axis.junit.CategoryAnchorTests,5
37,org.jfree.chart.axis.junit.NumberTickUnitTests,5
38,org.jfree.chart.block.junit.BlockBorderTests,5
39,org.jfree.chart.block.junit.ColumnArrangementTests,5
40,org.jfree.chart.entity.junit.TickLabelEntityTests,5
41,org.jfree.chart.labels.junit.CustomXYItemLabelGeneratorTests,5
42,org.jfree.chart.needle.junit.ArrowNeedleTests,5
43,org.jfree.chart.needle.junit.LineNeedleTests,5
44,org.jfree.chart.needle.junit.LongNeedleTests,5
45,org.jfree.chart.needle.junit.MiddlePinNeedleTests,5
46,org.jfree.chart.needle.junit.PlumNeedleTests,5
47,org.jfree.chart.needle.junit.PointerNeedleTests,5
48,org.jfree.chart.needle.junit.ShipNeedleTests,5
49,org.jfree.chart.needle.junit.WindNeedleTests,5
50,org.jfree.chart.plot.dial.junit.AbstractDialLayerTests,5
51,org.jfree.chart.plot.junit.PlotRenderingInfoTests,5
52,org.jfree.chart.util.junit.ShapeUtilitiesTests,5
53,org.jfree.data.function.junit.NormalDistributionFunction2DTests,5
54,org.jfree.data.function.junit.PowerFunction2DTests,5
55,org.jfree.data.general.junit.DefaultKeyedValuesDatasetTests,5
56,org.jfree.data.junit.DefaultKeyedValueTests,5
57,org.jfree.data.statistics.junit.MeanAndStandardDeviationTests,5
58,org.jfree.data.time.junit.FixedMillisecondTests,5
59,org.jfree.data.time.junit.TimePeriodValueTests,5
60,org.jfree.data.xy.junit.VectorTests,5
61,org.jfree.data.xy.junit.XYDataItemTests,5
62,org.jfree.data.xy.junit.XYIntervalDataItemTests,5
63,org.jfree.chart.axis.junit.AxisTests,6
64,org.jfree.chart.axis.junit.CategoryLabelPositionTests,6
65,org.jfree.chart.axis.junit.CategoryLabelPositionsTests,6
66,org.jfree.chart.block.junit.ColorBlockTests,6
67,org.jfree.chart.block.junit.FlowArrangementTests,6
68,org.jfree.chart.block.junit.LineBorderTests,6
69,org.jfree.chart.entity.junit.CategoryLabelEntityTests,6
70,org.jfree.chart.entity.junit.LegendItemEntityTests,6
71,org.jfree.chart.labels.junit.MultipleXYSeriesLabelGeneratorTests,6
72,org.jfree.chart.plot.dial.junit.DialCapTests,6
73,org.jfree.chart.plot.dial.junit.StandardDialFrameTests,6
74,org.jfree.chart.plot.junit.DefaultDrawingSupplierTests,6
75,org.jfree.chart.plot.junit.MeterIntervalTests,6
76,org.jfree.chart.renderer.category.junit.StandardBarPainterTests,6
77,org.jfree.chart.renderer.junit.GrayPaintScaleTests,6
78,org.jfree.chart.renderer.xy.junit.GradientXYBarPainterTests,6
79,org.jfree.chart.renderer.xy.junit.StandardXYBarPainterTests,6
80,org.jfree.chart.urls.junit.CustomPieURLGeneratorTests,6
81,org.jfree.chart.urls.junit.CustomXYURLGeneratorTests,6
82,org.jfree.chart.urls.junit.StandardPieURLGeneratorTests,6
83,org.jfree.chart.util.junit.BooleanListTests,6
84,org.jfree.chart.util.junit.LogFormatTests,6
85,org.jfree.chart.util.junit.RelativeDateFormatTests,6
86,org.jfree.chart.util.junit.ShapeListTests,6
87,org.jfree.chart.util.junit.StrokeListTests,6
88,org.jfree.data.function.junit.LineFunction2DTests,6
89,org.jfree.data.gantt.junit.TaskSeriesTests,6
90,org.jfree.data.gantt.junit.TaskTests,6
91,org.jfree.data.general.junit.DefaultHeatMapDatasetTests,6
92,org.jfree.data.general.junit.DefaultKeyedValueDatasetTests,6
93,org.jfree.data.general.junit.DefaultKeyedValues2DDatasetTests,6
94,org.jfree.data.junit.ComparableObjectItemTests,6
95,org.jfree.data.junit.KeyedObjectTests,6
96,org.jfree.data.time.junit.DateRangeTests,6
97,org.jfree.data.time.junit.TimeSeriesDataItemTests,6
98,org.jfree.data.time.ohlc.junit.OHLCItemTests,6
99,org.jfree.data.xy.junit.DefaultHighLowDatasetTests,6
100,org.jfree.data.xy.junit.VectorDataItemTests,6
101,org.jfree.data.xy.junit.XIntervalDataItemTests,6
102,org.jfree.data.xy.junit.XYCoordinateTests,6
103,org.jfree.data.xy.junit.YIntervalDataItemTests,6
104,org.jfree.chart.axis.junit.DateTickTests,7
105,org.jfree.chart.axis.junit.TickUnitsTests,7
106,org.jfree.chart.block.junit.AbstractBlockTests,7
107,org.jfree.chart.block.junit.EmptyBlockTests,7
108,org.jfree.chart.entity.junit.XYItemEntityTests,7
109,org.jfree.chart.junit.LegendItemCollectionTests,7
110,org.jfree.chart.labels.junit.BoxAndWhiskerToolTipGeneratorTests,7
111,org.jfree.chart.labels.junit.StandardPieToolTipGeneratorTests,7
112,org.jfree.chart.labels.junit.StandardXYToolTipGeneratorTests,7
113,org.jfree.chart.labels.junit.SymbolicXYItemLabelGeneratorTests,7
114,org.jfree.chart.needle.junit.PinNeedleTests,7
115,org.jfree.chart.plot.dial.junit.ArcDialFrameTests,7
116,org.jfree.chart.plot.dial.junit.DialBackgroundTests,7
117,org.jfree.chart.plot.dial.junit.DialTextAnnotationTests,7
118,org.jfree.chart.plot.dial.junit.StandardDialRangeTests,7
119,org.jfree.chart.plot.dial.junit.StandardDialScaleTests,7
120,org.jfree.chart.plot.junit.PieLabelRecordTests,7
121,org.jfree.chart.renderer.category.junit.GradientBarPainterTests,7
122,org.jfree.chart.renderer.junit.RendererUtilitiesTests,7
123,org.jfree.chart.urls.junit.CustomCategoryURLGeneratorTests,7
124,org.jfree.chart.urls.junit.StandardCategoryURLGeneratorTests,7
125,org.jfree.chart.urls.junit.TimeSeriesURLGeneratorTests,7
126,org.jfree.chart.util.junit.PaintListTests,7
127,org.jfree.data.function.junit.PolynomialFunction2DTests,7
128,org.jfree.data.gantt.junit.SlidingGanttCategoryDatasetTests,7
129,org.jfree.data.gantt.junit.XYTaskDatasetTests,7
130,org.jfree.data.junit.ComparableObjectSeriesTests,7
131,org.jfree.data.statistics.junit.SimpleHistogramBinTests,7
132,org.jfree.data.xy.junit.IntervalXYDelegateTests,7
133,org.jfree.data.xy.junit.MatrixSeriesCollectionTests,7
134,org.jfree.chart.axis.junit.CategoryTickTests,8
135,org.jfree.chart.axis.junit.MarkerAxisBandTests,8
136,org.jfree.chart.block.junit.BlockContainerTests,8
137,org.jfree.chart.entity.junit.CategoryItemEntityTests,8
138,org.jfree.chart.junit.ChartRenderingInfoTests,8
139,org.jfree.chart.junit.LegendItemTests,8
140,org.jfree.chart.labels.junit.BoxAndWhiskerXYToolTipGeneratorTests,8
141,org.jfree.chart.labels.junit.HighLowItemLabelGeneratorTests,8
142,org.jfree.chart.labels.junit.StandardPieSectionLabelGeneratorTests,8
143,org.jfree.chart.labels.junit.StandardXYZToolTipGeneratorTests,8
144,org.jfree.chart.plot.junit.CategoryMarkerTests,8
145,org.jfree.chart.renderer.junit.LookupPaintScaleTests,8
146,org.jfree.chart.title.junit.TextTitleTests,8
147,org.jfree.chart.util.junit.StrokeMapTests,8
148,org.jfree.data.general.junit.DefaultPieDatasetTests,8
149,org.jfree.data.junit.DataUtilitiesTests,8
150,org.jfree.data.statistics.junit.SimpleHistogramDatasetTests,8
151,org.jfree.data.xy.junit.MatrixSeriesTests,8
152,org.jfree.data.xy.junit.XYBarDatasetTests,8
153,org.jfree.chart.axis.junit.DateTickUnitTests,9
154,org.jfree.chart.axis.junit.MonthDateFormatTests,9
155,org.jfree.chart.axis.junit.PeriodAxisLabelInfoTests,9
156,org.jfree.chart.block.junit.BorderArrangementTests,9
157,org.jfree.chart.block.junit.LabelBlockTests,9
158,org.jfree.chart.entity.junit.PieSectionEntityTests,9
159,org.jfree.chart.labels.junit.StandardCategorySeriesLabelGeneratorTests,9
160,org.jfree.chart.labels.junit.StandardXYItemLabelGeneratorTests,9
161,org.jfree.chart.labels.junit.StandardXYSeriesLabelGeneratorTests,9
162,org.jfree.chart.plot.dial.junit.DialValueIndicatorTests,9
163,org.jfree.chart.plot.junit.ValueMarkerTests,9
164,org.jfree.chart.title.junit.DateTitleTests,9
165,org.jfree.chart.title.junit.LegendGraphicTests,9
166,org.jfree.chart.title.junit.ShortTextTitleTests,9
167,org.jfree.chart.util.junit.PaintMapTests,9
168,org.jfree.data.junit.KeyToGroupMapTests,9
169,org.jfree.data.time.junit.SimpleTimePeriodTests,9
170,org.jfree.data.xy.junit.DefaultWindDatasetTests,9
171,org.jfree.data.xy.junit.DefaultXYZDatasetTests,9
172,org.jfree.chart.axis.junit.NumberAxis3DTests,10
173,org.jfree.chart.axis.junit.QuarterDateFormatTests,10
174,org.jfree.chart.entity.junit.StandardEntityCollectionTests,10
175,org.jfree.chart.labels.junit.BubbleXYItemLabelGeneratorTests,10
176,org.jfree.chart.labels.junit.IntervalCategoryItemLabelGeneratorTests,10
177,org.jfree.chart.labels.junit.IntervalCategoryToolTipGeneratorTests,10
178,org.jfree.chart.labels.junit.StandardCategoryToolTipGeneratorTests,10
179,org.jfree.chart.plot.dial.junit.DialPointerTests,10
180,org.jfree.chart.plot.junit.CompassPlotTests,10
181,org.jfree.chart.plot.junit.PlotTests,10
182,org.jfree.data.statistics.junit.DefaultBoxAndWhiskerXYDatasetTests,10
183,org.jfree.data.statistics.junit.RegressionTests,10
184,org.jfree.data.xy.junit.DefaultOHLCDatasetTests,10
185,org.jfree.data.xy.junit.DefaultXYDatasetTests,10
186,org.jfree.data.xy.junit.VectorSeriesCollectionTests,10
187,org.jfree.data.xy.junit.XIntervalSeriesCollectionTests,10
188,org.jfree.data.xy.junit.XYIntervalSeriesCollectionTests,10
189,org.jfree.data.xy.junit.YIntervalSeriesCollectionTests,10
190,org.jfree.chart.annotations.junit.XYShapeAnnotationTests,11
191,org.jfree.chart.annotations.junit.XYTextAnnotationTests,11
192,org.jfree.chart.axis.junit.CategoryAxis3DTests,11
193,org.jfree.chart.title.junit.CompositeTitleTests,11
194,org.jfree.chart.title.junit.ImageTitleTests,11
195,org.jfree.data.category.junit.CategoryToPieDatasetTests,11
196,org.jfree.data.statistics.junit.DefaultMultiValueCategoryDatasetTests,11
197,org.jfree.data.time.junit.TimePeriodValuesCollectionTests,11
198,org.jfree.data.xy.junit.CategoryTableXYDatasetTests,11
199,org.jfree.data.xy.junit.DefaultTableXYDatasetTests,11
200,org.jfree.chart.annotations.junit.XYDrawableAnnotationTests,12
201,org.jfree.chart.annotations.junit.XYLineAnnotationTests,12
202,org.jfree.chart.annotations.junit.XYPolygonAnnotationTests,12
203,org.jfree.chart.axis.junit.SymbolAxisTests,12
204,org.jfree.chart.plot.junit.MeterPlotTests,12
205,org.jfree.data.junit.RangeTests,12
206,org.jfree.data.statistics.junit.DefaultBoxAndWhiskerCategoryDatasetTests,12
207,org.jfree.data.time.junit.TimeTableXYDatasetTests,12
208,org.jfree.data.time.ohlc.junit.OHLCSeriesTests,12
209,org.jfree.chart.labels.junit.StandardCategoryItemLabelGeneratorTests,13
210,org.jfree.chart.plot.junit.RingPlotTests,13
211,org.jfree.chart.renderer.junit.DefaultPolarItemRendererTests,13
212,org.jfree.chart.renderer.xy.junit.XYShapeRendererTests,13
213,org.jfree.data.category.junit.SlidingCategoryDatasetTests,13
214,org.jfree.data.statistics.junit.HistogramDatasetTests,13
215,org.jfree.data.statistics.junit.StatisticsTests,13
216,org.jfree.data.time.junit.TimePeriodValuesTests,13
217,org.jfree.data.time.ohlc.junit.OHLCSeriesCollectionTests,13
218,org.jfree.data.xy.junit.TableXYDatasetTests,13
219,org.jfree.data.xy.junit.YIntervalSeriesTests,13
220,org.jfree.chart.annotations.junit.XYPointerAnnotationTests,14
221,org.jfree.chart.axis.junit.CategoryAxisTests,14
222,org.jfree.chart.axis.junit.ExtendedCategoryAxisTests,14
223,org.jfree.chart.axis.junit.ModuloAxisTests,14
224,org.jfree.chart.junit.MeterChartTests,14
225,org.jfree.chart.plot.junit.PolarPlotTests,14
226,org.jfree.chart.renderer.xy.junit.AbstractXYItemRendererTests,14
227,org.jfree.chart.title.junit.PaintScaleLegendTests,14
228,org.jfree.data.junit.KeyedObjects2DTests,14
229,org.jfree.data.statistics.junit.DefaultStatisticalCategoryDatasetTests,14
230,org.jfree.data.xy.junit.VectorSeriesTests,14
231,org.jfree.chart.annotations.junit.CategoryTextAnnotationTests,15
232,org.jfree.chart.plot.junit.IntervalMarkerTests,15
233,org.jfree.chart.plot.junit.ThermometerPlotTests,15
234,org.jfree.chart.renderer.xy.junit.VectorRendererTests,15
235,org.jfree.data.xy.junit.XYIntervalSeriesTests,15
236,org.jfree.chart.axis.junit.LogarithmicAxisTests,16
237,org.jfree.chart.renderer.category.junit.LineRenderer3DTests,16
238,org.jfree.chart.renderer.category.junit.ScatterRendererTests,16
239,org.jfree.chart.renderer.xy.junit.DeviationRendererTests,16
240,org.jfree.chart.renderer.xy.junit.WindItemRendererTests,16
241,org.jfree.chart.renderer.xy.junit.XYBoxAndWhiskerRendererTests,16
242,org.jfree.chart.renderer.xy.junit.XYLine3DRendererTests,16
243,org.jfree.chart.renderer.xy.junit.XYSplineRendererTests,16
244,org.jfree.data.junit.DefaultKeyedValues2DTests,16
245,org.jfree.data.time.junit.TimeSeriesCollectionTests,16
246,org.jfree.data.xy.junit.XIntervalSeriesTests,16
247,org.jfree.chart.plot.dial.junit.DialPlotTests,17
248,org.jfree.chart.renderer.category.junit.BarRenderer3DTests,17
249,org.jfree.chart.renderer.category.junit.DefaultCategoryItemRendererTests,17
250,org.jfree.chart.renderer.xy.junit.HighLowRendererTests,17
251,org.jfree.chart.title.junit.LegendTitleTests,17
252,org.jfree.chart.util.junit.SerialUtilitiesTests,17
253,org.jfree.data.junit.KeyedObjectsTests,17
254,org.jfree.data.xy.junit.DefaultIntervalXYDatasetTests,17
255,org.jfree.data.xy.junit.XYSeriesCollectionTests,17
256,org.jfree.chart.annotations.junit.CategoryPointerAnnotationTests,18
257,org.jfree.chart.renderer.category.junit.GanttRendererTests,18
258,org.jfree.chart.renderer.category.junit.StackedAreaRendererTests,18
259,org.jfree.chart.renderer.xy.junit.ClusteredXYBarRendererTests,18
260,org.jfree.chart.renderer.xy.junit.XYErrorRendererTests,18
261,org.jfree.data.category.junit.DefaultCategoryDatasetTests,18
262,org.jfree.chart.renderer.category.junit.WaterfallBarRendererTests,19
263,org.jfree.data.junit.DefaultKeyedValuesTests,19
264,org.jfree.data.time.junit.SecondTests,19
265,org.jfree.chart.annotations.junit.XYImageAnnotationTests,20
266,org.jfree.chart.block.junit.GridArrangementTests,20
267,org.jfree.chart.renderer.xy.junit.CandlestickRendererTests,20
268,org.jfree.chart.renderer.xy.junit.XYBlockRendererTests,20
269,org.jfree.data.time.junit.MinuteTests,20
270,org.jfree.chart.junit.StandardChartThemeTests,21
271,org.jfree.chart.plot.junit.SpiderWebPlotTests,21
272,org.jfree.chart.renderer.category.junit.StackedBarRendererTests,21
273,org.jfree.data.time.junit.MillisecondTests,21
274,org.jfree.chart.junit.PieChartTests,22
275,org.jfree.data.category.junit.DefaultIntervalCategoryDatasetTests,23
276,org.jfree.data.time.junit.YearTests,23
277,org.jfree.chart.renderer.category.junit.AbstractCategoryItemRendererTests,24
278,org.jfree.data.time.junit.HourTests,24
279,org.jfree.data.time.junit.MonthTests,24
280,org.jfree.chart.renderer.category.junit.LineAndShapeRendererTests,25
281,org.jfree.chart.renderer.xy.junit.XYBubbleRendererTests,25
282,org.jfree.chart.renderer.xy.junit.XYDotRendererTests,25
283,org.jfree.data.time.junit.DayTests,25
284,org.jfree.data.time.junit.QuarterTests,25
285,org.jfree.chart.renderer.category.junit.CategoryStepRendererTests,26
286,org.jfree.chart.renderer.xy.junit.XYDifferenceRendererTests,26
287,org.jfree.data.gantt.junit.TaskSeriesCollectionTests,26
288,org.jfree.data.time.junit.WeekTests,26
289,org.jfree.chart.axis.junit.CyclicNumberAxisTests,27
290,org.jfree.chart.renderer.category.junit.AreaRendererTests,27
291,org.jfree.chart.plot.junit.FastScatterPlotTests,28
292,org.jfree.chart.renderer.xy.junit.YIntervalRendererTests,28
293,org.jfree.chart.annotations.junit.CategoryLineAnnotationTests,29
294,org.jfree.chart.axis.junit.ValueAxisTests,29
295,org.jfree.chart.plot.junit.PiePlot3DTests,31
296,org.jfree.chart.renderer.category.junit.BarRendererTests,31
297,org.jfree.chart.renderer.xy.junit.XYStepAreaRendererTests,31
298,org.jfree.chart.plot.junit.MarkerTests,32
299,org.jfree.chart.junit.XYBarChartTests,33
300,org.jfree.chart.junit.PieChart3DTests,34
301,org.jfree.chart.junit.XYStepAreaChartTests,34
302,org.jfree.chart.plot.junit.MultiplePiePlotTests,34
303,org.jfree.chart.renderer.xy.junit.XYAreaRendererTests,34
304,org.jfree.chart.junit.ScatterPlotTests,35
305,org.jfree.chart.junit.WaterfallChartTests,35
306,org.jfree.chart.junit.XYAreaChartTests,35
307,org.jfree.chart.junit.XYLineChartTests,35
308,org.jfree.chart.junit.XYStepChartTests,35
309,org.jfree.chart.renderer.category.junit.LevelRendererTests,35
310,org.jfree.chart.renderer.category.junit.MinMaxCategoryRendererTests,35
311,org.jfree.chart.renderer.xy.junit.XYAreaRenderer2Tests,35
312,org.jfree.chart.renderer.xy.junit.XYStepRendererTests,36
313,org.jfree.chart.junit.AreaChartTests,37
314,org.jfree.chart.junit.LineChartTests,37
315,org.jfree.chart.junit.StackedBarChart3DTests,37
316,org.jfree.chart.renderer.category.junit.StatisticalLineAndShapeRendererTests,37
317,org.jfree.chart.renderer.xy.junit.StackedXYBarRendererTests,37
318,org.jfree.chart.renderer.xy.junit.XYLineAndShapeRendererTests,37
319,org.jfree.data.xy.junit.XYSeriesTests,37
320,org.jfree.chart.axis.junit.SubCategoryAxisTests,38
321,org.jfree.chart.junit.BarChart3DTests,38
322,org.jfree.chart.junit.BarChartTests,38
323,org.jfree.chart.junit.StackedAreaChartTests,38
324,org.jfree.chart.junit.StackedBarChartTests,38
325,org.jfree.chart.junit.TimeSeriesChartTests,38
326,org.jfree.chart.renderer.category.junit.StackedBarRenderer3DTests,38
327,org.jfree.chart.renderer.xy.junit.XYBarRendererTests,38
328,org.jfree.chart.renderer.category.junit.IntervalBarRendererTests,39
329,org.jfree.chart.renderer.category.junit.LayeredBarRendererTests,39
330,org.jfree.chart.plot.junit.CombinedDomainCategoryPlotTests,40
331,org.jfree.chart.plot.junit.CombinedDomainXYPlotTests,40
332,org.jfree.chart.plot.junit.CombinedRangeXYPlotTests,40
333,org.jfree.chart.renderer.xy.junit.StackedXYAreaRenderer2Tests,40
334,org.jfree.chart.renderer.xy.junit.StandardXYItemRendererTests,40
335,org.jfree.data.time.junit.TimeSeriesTests,41
336,org.jfree.chart.renderer.category.junit.GroupedStackedBarRendererTests,43
337,org.jfree.chart.junit.LineChart3DTests,45
338,org.jfree.chart.renderer.junit.AbstractRendererTests,46
339,org.jfree.chart.plot.junit.CombinedRangeCategoryPlotTests,47
340,org.jfree.chart.axis.junit.NumberAxisTests,48
341,org.jfree.chart.renderer.xy.junit.StackedXYAreaRendererTests,48
342,org.jfree.chart.plot.junit.PiePlotTests,49
343,org.jfree.chart.renderer.category.junit.StatisticalBarRendererTests,49
344,org.jfree.chart.annotations.junit.XYTitleAnnotationTests,54
345,org.jfree.chart.axis.junit.LogAxisTests,59
346,org.jfree.data.general.junit.DatasetUtilitiesTests,61
347,org.jfree.chart.junit.GanttChartTests,65
348,org.jfree.chart.renderer.category.junit.BoxAndWhiskerRendererTests,70
349,org.jfree.chart.axis.junit.PeriodAxisTests,72
350,org.jfree.chart.plot.junit.CategoryPlotTests,83
351,org.jfree.chart.junit.ChartPanelTests,85
352,org.jfree.chart.junit.JFreeChartTests,90
353,org.jfree.chart.plot.junit.XYPlotTests,98
354,org.jfree.chart.axis.junit.DateAxisTests,99
355,org.jfree.chart.annotations.junit.XYBoxAnnotationTests,332
356,org.jfree.chart.axis.junit.SegmentedTimelineTests,984
