owner_internal,method,descriptor,total_units,sliced_units,probability
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishErrorTokenWithEOF,()Lcom/fasterxml/jackson/core/JsonToken;,5,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishFieldWithEscape,()Lcom/fasterxml/jackson/core/JsonToken;,77,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishFloatExponent,(ZI)Lcom/fasterxml/jackson/core/JsonToken;,64,63,0.984375
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishFloatFraction,()Lcom/fasterxml/jackson/core/JsonToken;,72,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishHashComment,(I)Lcom/fasterxml/jackson/core/JsonToken;,47,46,0.978723
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishKeywordToken,(Ljava/lang/String;ILcom/fasterxml/jackson/core/JsonToken;)Lcom/fasterxml/jackson/core/JsonToken;,39,38,0.974359
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishKeywordTokenWithEOF,(Ljava/lang/String;ILcom/fasterxml/jackson/core/JsonToken;)Lcom/fasterxml/jackson/core/JsonToken;,12,11,0.916667
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishNonStdToken,(II)Lcom/fasterxml/jackson/core/JsonToken;,41,40,0.975610
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishNonStdTokenWithEOF,(II)Lcom/fasterxml/jackson/core/JsonToken;,12,11,0.916667
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishNumberIntegralPart,([CI)Lcom/fasterxml/jackson/core/JsonToken;,68,67,0.985294
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishNumberLeadingNegZeroes,()Lcom/fasterxml/jackson/core/JsonToken;,69,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishNumberLeadingZeroes,()Lcom/fasterxml/jackson/core/JsonToken;,66,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishNumberMinus,(I)Lcom/fasterxml/jackson/core/JsonToken;,21,20,0.952381
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishRegularString,()Lcom/fasterxml/jackson/core/JsonToken;,140,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishToken,()Lcom/fasterxml/jackson/core/JsonToken;,232,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishTokenWithEOF,()Lcom/fasterxml/jackson/core/JsonToken;,59,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_finishUnquotedName,(III)Lcom/fasterxml/jackson/core/JsonToken;,64,63,0.984375
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_handleOddName,(I)Lcom/fasterxml/jackson/core/JsonToken;,32,31,0.968750
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_parseEscapedName,(III)Lcom/fasterxml/jackson/core/JsonToken;,130,129,0.992308
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_parseMediumName,(II)Ljava/lang/String;,73,72,0.986301
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_parseMediumName2,(III)Ljava/lang/String;,68,67,0.985294
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_reportErrorToken,(Ljava/lang/String;)Lcom/fasterxml/jackson/core/JsonToken;,7,6,0.857143
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_skipWS,(I)I,34,33,0.970588
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startAfterComment,(I)Lcom/fasterxml/jackson/core/JsonToken;,37,36,0.972973
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startAposString,()Lcom/fasterxml/jackson/core/JsonToken;,39,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startDocument,(I)Lcom/fasterxml/jackson/core/JsonToken;,49,48,0.979592
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startFalseToken,()Lcom/fasterxml/jackson/core/JsonToken;,39,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startFieldName,(I)Lcom/fasterxml/jackson/core/JsonToken;,26,25,0.961538
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startFieldNameAfterComma,(I)Lcom/fasterxml/jackson/core/JsonToken;,67,66,0.985075
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startFloat,([CII)Lcom/fasterxml/jackson/core/JsonToken;,147,146,0.993197
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startNegativeNumber,()Lcom/fasterxml/jackson/core/JsonToken;,103,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startNullToken,()Lcom/fasterxml/jackson/core/JsonToken;,35,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startNumberLeadingZero,()Lcom/fasterxml/jackson/core/JsonToken;,50,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startPositiveNumber,(I)Lcom/fasterxml/jackson/core/JsonToken;,78,77,0.987179
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startSlashComment,(I)Lcom/fasterxml/jackson/core/JsonToken;,33,32,0.969697
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startString,()Lcom/fasterxml/jackson/core/JsonToken;,38,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startTrueToken,()Lcom/fasterxml/jackson/core/JsonToken;,35,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startUnexpectedValue,(ZI)Lcom/fasterxml/jackson/core/JsonToken;,33,32,0.969697
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startValue,(I)Lcom/fasterxml/jackson/core/JsonToken;,40,39,0.975000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startValueAfterComma,(I)Lcom/fasterxml/jackson/core/JsonToken;,48,47,0.979167
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startValueExpectColon,(I)Lcom/fasterxml/jackson/core/JsonToken;,62,61,0.983871
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startValueExpectComma,(I)Lcom/fasterxml/jackson/core/JsonToken;,88,87,0.988636
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,endOfInput,()V,3,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,feedInput,([BII)V,36,35,0.972222
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,getNonBlockingInputFeeder,()Lcom/fasterxml/jackson/core/async/ByteArrayFeeder;,2,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,getNonBlockingInputFeeder,()Lcom/fasterxml/jackson/core/async/NonBlockingInputFeeder;,3,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,needMoreInput,()Z,10,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,nextToken,()Lcom/fasterxml/jackson/core/JsonToken;,62,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,releaseBuffered,(Ljava/io/OutputStream;)I,10,9,0.900000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,<clinit>,()V,13,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,<init>,(Lcom/fasterxml/jackson/core/io/IOContext;ILcom/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer;)V,15,14,0.933333
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_addName,([III)Ljava/lang/String;,146,145,0.993151
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_closeArrayScope,()Lcom/fasterxml/jackson/core/JsonToken;,28,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_closeInput,()V,4,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_closeObjectScope,()Lcom/fasterxml/jackson/core/JsonToken;,28,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_eofAsNextToken,()Lcom/fasterxml/jackson/core/JsonToken;,9,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_fieldComplete,(Ljava/lang/String;)Lcom/fasterxml/jackson/core/JsonToken;,8,7,0.875000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_findName,(II)Ljava/lang/String;,13,12,0.923077
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_findName,(III)Ljava/lang/String;,16,15,0.937500
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_findName,(IIII)Ljava/lang/String;,17,16,0.941176
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_getText2,(Lcom/fasterxml/jackson/core/JsonToken;)Ljava/lang/String;,15,14,0.933333
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_nonStdToken,(I)Ljava/lang/String;,5,4,0.800000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_padLastQuad,(II)I,10,10,1.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_releaseBuffers,()V,5,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_reportInvalidChar,(I)V,6,5,0.833333
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_reportInvalidInitial,(I)V,10,9,0.900000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_reportInvalidOther,(I)V,10,9,0.900000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_reportInvalidOther,(II)V,6,5,0.833333
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_startArrayScope,()Lcom/fasterxml/jackson/core/JsonToken;,11,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_startObjectScope,()Lcom/fasterxml/jackson/core/JsonToken;,11,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_updateTokenLocation,()V,16,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_valueComplete,(Lcom/fasterxml/jackson/core/JsonToken;)Lcom/fasterxml/jackson/core/JsonToken;,6,5,0.833333
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_valueCompleteInt,(ILjava/lang/String;)Lcom/fasterxml/jackson/core/JsonToken;,14,13,0.928571
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_valueNonStdNumberComplete,(I)Lcom/fasterxml/jackson/core/JsonToken;,20,19,0.950000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,canParseAsync,()Z,2,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getBinaryValue,(Lcom/fasterxml/jackson/core/Base64Variant;)[B,16,15,0.937500
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getCodec,()Lcom/fasterxml/jackson/core/ObjectCodec;,2,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getCurrentLocation,()Lcom/fasterxml/jackson/core/JsonLocation;,18,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getEmbeddedObject,()Ljava/lang/Object;,7,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getInputSource,()Ljava/lang/Object;,2,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getText,()Ljava/lang/String;,10,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getText,(Ljava/io/Writer;)I,29,28,0.965517
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getTextCharacters,()[C,34,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getTextLength,()I,18,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getTextOffset,()I,11,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getTokenLocation,()Lcom/fasterxml/jackson/core/JsonLocation;,8,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getValueAsString,()Ljava/lang/String;,14,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getValueAsString,(Ljava/lang/String;)Ljava/lang/String;,15,14,0.933333
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,hasTextCharacters,()Z,13,0,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,readBinaryValue,(Lcom/fasterxml/jackson/core/Base64Variant;Ljava/io/OutputStream;)I,7,6,0.857143
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,setCodec,(Lcom/fasterxml/jackson/core/ObjectCodec;)V,5,4,0.800000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,symbolTableForTests,()Lcom/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer;,3,0,0.000000
