owner_internal,method,descriptor,roc,forward_probability,impact_probability
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_parseEscapedName,(III)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.992308,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_parseMediumName,(II)Ljava/lang/String;,0.000000,0.986301,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_parseMediumName2,(III)Ljava/lang/String;,0.000000,0.985294,0.027273
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_reportErrorToken,(Ljava/lang/String;)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.857143,0.144233
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_skipWS,(I)I,0.000000,0.970588,0.066426
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startAfterComment,(I)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.972973,0.000002
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startAposString,()Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.000000,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startDocument,(I)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.979592,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startFalseToken,()Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.000000,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startFieldName,(I)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.961538,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startFieldNameAfterComma,(I)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.985075,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startFloat,([CII)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.993197,0.092304
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startNegativeNumber,()Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.000000,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startNullToken,()Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.000000,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startNumberLeadingZero,()Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.000000,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startPositiveNumber,(I)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.987179,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startSlashComment,(I)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.969697,0.000001
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startString,()Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.000000,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startTrueToken,()Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.000000,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startUnexpectedValue,(ZI)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.969697,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startValue,(I)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.975000,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startValueAfterComma,(I)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.979167,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startValueExpectColon,(I)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.983871,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,_startValueExpectComma,(I)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.988636,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,endOfInput,()V,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,feedInput,([BII)V,0.000000,0.972222,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,getNonBlockingInputFeeder,()Lcom/fasterxml/jackson/core/async/ByteArrayFeeder;,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,needMoreInput,()Z,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,nextToken,()Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.000000,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParser,releaseBuffered,(Ljava/io/OutputStream;)I,0.000000,0.900000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,<clinit>,()V,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,<init>,(Lcom/fasterxml/jackson/core/io/IOContext;ILcom/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer;)V,0.000000,0.933333,0.018182
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_addName,([III)Ljava/lang/String;,0.000000,0.993151,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_closeArrayScope,()Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_closeInput,()V,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_closeObjectScope,()Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_eofAsNextToken,()Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_fieldComplete,(Ljava/lang/String;)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.875000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_findName,(II)Ljava/lang/String;,0.000000,0.923077,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_findName,(III)Ljava/lang/String;,0.000000,0.937500,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_findName,(IIII)Ljava/lang/String;,0.000000,0.941176,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_getText2,(Lcom/fasterxml/jackson/core/JsonToken;)Ljava/lang/String;,0.000000,0.933333,0.036364
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_nonStdToken,(I)Ljava/lang/String;,0.000000,0.800000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_padLastQuad,(II)I,0.000000,1.000000,0.024288
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_releaseBuffers,()V,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_reportInvalidChar,(I)V,0.000000,0.833333,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_reportInvalidInitial,(I)V,0.000000,0.900000,0.023474
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_reportInvalidOther,(I)V,0.000000,0.900000,0.034057
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_reportInvalidOther,(II)V,0.000000,0.833333,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_startArrayScope,()Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_startObjectScope,()Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_updateTokenLocation,()V,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_valueComplete,(Lcom/fasterxml/jackson/core/JsonToken;)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.833333,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_valueCompleteInt,(ILjava/lang/String;)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.928571,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,_valueNonStdNumberComplete,(I)Lcom/fasterxml/jackson/core/JsonToken;,0.000000,0.950000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,canParseAsync,()Z,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getBinaryValue,(Lcom/fasterxml/jackson/core/Base64Variant;)[B,0.000000,0.937500,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getCodec,()Lcom/fasterxml/jackson/core/ObjectCodec;,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getCurrentLocation,()Lcom/fasterxml/jackson/core/JsonLocation;,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getEmbeddedObject,()Ljava/lang/Object;,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getInputSource,()Ljava/lang/Object;,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getText,()Ljava/lang/String;,0.000000,0.000000,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getText,(Ljava/io/Writer;)I,0.000000,0.965517,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getTextCharacters,()[C,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getTextLength,()I,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getTextOffset,()I,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getTokenLocation,()Lcom/fasterxml/jackson/core/JsonLocation;,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getValueAsString,()Ljava/lang/String;,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,getValueAsString,(Ljava/lang/String;)Ljava/lang/String;,0.000000,0.933333,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,hasTextCharacters,()Z,0.000000,0.000000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,readBinaryValue,(Lcom/fasterxml/jackson/core/Base64Variant;Ljava/io/OutputStream;)I,0.000000,0.857143,0.000000
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,setCodec,(Lcom/fasterxml/jackson/core/ObjectCodec;)V,0.000000,0.800000,0.009091
com/fasterxml/jackson/core/json/async/NonBlockingJsonParserBase,symbolTableForTests,()Lcom/fasterxml/jackson/core/sym/ByteQuadsCanonicalizer;,0.000000,0.000000,0.009091
