TestNo,TestName,Runtime
157,org.apache.commons.math3.stat.descriptive.moment.FourthMomentTest,17
158,org.apache.commons.math3.stat.descriptive.rank.MaxTest,17
159,org.apache.commons.math3.stat.descriptive.rank.MinTest,17
160,org.apache.commons.math3.stat.descriptive.summary.SumTest,17
161,org.apache.commons.math3.stat.inference.OneWayAnovaTest,17
162,org.apache.commons.math3.analysis.interpolation.BicubicSplineInterpolatorTest,18
163,org.apache.commons.math3.fitting.CurveFitterTest,18
164,org.apache.commons.math3.linear.FieldLUDecompositionTest,18
165,org.apache.commons.math3.optim.nonlinear.scalar.MultivariateFunctionMappingAdapterTest,18
166,org.apache.commons.math3.stat.descriptive.rank.PercentileTest,18
167,org.apache.commons.math3.stat.descriptive.summary.SumSqTest,18
168,org.apache.commons.math3.geometry.euclidean.threed.SubLineTest,19
169,org.apache.commons.math3.optimization.MultivariateDifferentiableVectorMultiStartOptimizerTest,19
170,org.apache.commons.math3.stat.correlation.CovarianceTest,19
171,org.apache.commons.math3.stat.descriptive.moment.StandardDeviationTest,19
172,org.apache.commons.math3.analysis.solvers.BrentSolverTest,20
173,org.apache.commons.math3.analysis.solvers.RegulaFalsiSolverTest,20
174,org.apache.commons.math3.distribution.MultivariateNormalMixtureModelDistributionTest,20
175,org.apache.commons.math3.distribution.UniformIntegerDistributionTest,20
176,org.apache.commons.math3.ml.clustering.KMeansPlusPlusClustererTest,20
177,org.apache.commons.math3.optim.nonlinear.scalar.MultiStartMultivariateOptimizerTest,20
178,org.apache.commons.math3.optimization.fitting.CurveFitterTest,20
179,org.apache.commons.math3.stat.inference.ChiSquareTestTest,20
180,org.apache.commons.math3.stat.inference.TTestTest,20
181,org.apache.commons.math3.util.PrecisionTest,20
182,org.apache.commons.math3.analysis.solvers.UnivariateSolverUtilsTest,21
183,org.apache.commons.math3.distribution.GeometricDistributionTest,21
184,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerMultiDirectionalTest,21
185,org.apache.commons.math3.stat.descriptive.ListUnivariateImplTest,21
186,org.apache.commons.math3.stat.descriptive.moment.GeometricMeanTest,21
187,org.apache.commons.math3.stat.descriptive.moment.SkewnessTest,21
188,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.SimplexOptimizerNelderMeadTest,22
189,org.apache.commons.math3.optimization.direct.SimplexOptimizerNelderMeadTest,22
190,org.apache.commons.math3.stat.CertifiedDataTest,22
191,org.apache.commons.math3.analysis.function.GaussianTest,23
192,org.apache.commons.math3.analysis.function.SigmoidTest,23
193,org.apache.commons.math3.linear.UnmodifiableArrayRealVectorTest,23
194,org.apache.commons.math3.ode.FirstOrderConverterTest,23
195,org.apache.commons.math3.stat.descriptive.summary.SumLogTest,23
196,org.apache.commons.math3.util.BigRealTest,23
197,org.apache.commons.math3.stat.FrequencyTest,24
198,org.apache.commons.math3.stat.descriptive.moment.MeanTest,24
199,org.apache.commons.math3.stat.descriptive.summary.ProductTest,24
200,org.apache.commons.math3.util.ArithmeticUtilsTest,24
201,org.apache.commons.math3.fraction.BigFractionFormatTest,25
202,org.apache.commons.math3.optim.univariate.BrentOptimizerTest,25
203,org.apache.commons.math3.distribution.BetaDistributionTest,26
204,org.apache.commons.math3.stat.inference.GTestTest,26
205,org.apache.commons.math3.analysis.function.LogisticTest,27
206,org.apache.commons.math3.analysis.interpolation.SmoothingPolynomialBicubicSplineInterpolatorTest,27
207,org.apache.commons.math3.ode.nonstiff.EulerStepInterpolatorTest,27
208,org.apache.commons.math3.ode.sampling.StepNormalizerOutputTest,27
209,org.apache.commons.math3.stat.descriptive.DescriptiveStatisticsTest,27
210,org.apache.commons.math3.stat.descriptive.moment.KurtosisTest,27
211,org.apache.commons.math3.analysis.integration.gauss.BaseRuleFactoryTest,28
212,org.apache.commons.math3.distribution.PascalDistributionTest,28
213,org.apache.commons.math3.fraction.FractionFormatTest,28
214,org.apache.commons.math3.ode.sampling.StepNormalizerOutputOverlapTest,28
215,org.apache.commons.math3.optimization.MultivariateDifferentiableMultiStartOptimizerTest,28
216,org.apache.commons.math3.analysis.solvers.BracketingNthOrderBrentSolverTest,29
217,org.apache.commons.math3.distribution.ZipfDistributionTest,29
218,org.apache.commons.math3.geometry.euclidean.threed.FrenchVector3DFormatTest,29
219,org.apache.commons.math3.linear.MatrixUtilsTest,29
220,org.apache.commons.math3.optimization.univariate.BrentOptimizerTest,29
221,org.apache.commons.math3.stat.StatUtilsTest,29
222,org.apache.commons.math3.stat.descriptive.SummaryStatisticsTest,29
223,org.apache.commons.math3.analysis.function.LogitTest,30
224,org.apache.commons.math3.analysis.interpolation.LoessInterpolatorTest,30
225,org.apache.commons.math3.geometry.euclidean.threed.Vector3DFormatTest,30
226,org.apache.commons.math3.optim.nonlinear.scalar.gradient.NonLinearConjugateGradientOptimizerTest,30
227,org.apache.commons.math3.special.ErfTest,30
228,org.apache.commons.math3.stat.descriptive.SynchronizedSummaryStatisticsTest,30
229,org.apache.commons.math3.stat.descriptive.moment.VarianceTest,30
230,org.apache.commons.math3.util.ResizableDoubleArrayTest,30
231,org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerStepInterpolatorTest,31
232,org.apache.commons.math3.stat.correlation.SpearmansRankCorrelationTest,31
233,org.apache.commons.math3.analysis.integration.gauss.LegendreTest,32
234,org.apache.commons.math3.complex.QuaternionTest,32
235,org.apache.commons.math3.fitting.HarmonicFitterTest,32
236,org.apache.commons.math3.fraction.FractionTest,32
237,org.apache.commons.math3.linear.QRSolverTest,32
238,org.apache.commons.math3.linear.SparseFieldMatrixTest,32
239,org.apache.commons.math3.stat.inference.TestUtilsTest,32
240,org.apache.commons.math3.transform.FastFourierTransformerTest,32
241,org.apache.commons.math3.util.MathUtilsTest,32
242,org.apache.commons.math3.stat.descriptive.SynchronizedMultivariateSummaryStatisticsTest,33
243,org.apache.commons.math3.complex.FrenchComplexFormatTest,34
244,org.apache.commons.math3.linear.DiagonalMatrixTest,34
245,org.apache.commons.math3.linear.RealVectorFormatTest,34
246,org.apache.commons.math3.ode.ContinuousOutputModelTest,34
247,org.apache.commons.math3.ode.nonstiff.MidpointStepInterpolatorTest,34
248,org.apache.commons.math3.transform.FastCosineTransformerTest,34
249,org.apache.commons.math3.transform.FastSineTransformerTest,34
250,org.apache.commons.math3.analysis.integration.gauss.LegendreHighPrecisionParametricTest,35
251,org.apache.commons.math3.complex.ComplexFormatTest,35
252,org.apache.commons.math3.distribution.HypergeometricDistributionTest,35
253,org.apache.commons.math3.fraction.BigFractionTest,35
254,org.apache.commons.math3.linear.FrenchRealVectorFormatTest,35
255,org.apache.commons.math3.analysis.differentiation.DSCompilerTest,36
256,org.apache.commons.math3.linear.SparseRealMatrixTest,36
257,org.apache.commons.math3.ode.nonstiff.HighamHall54StepInterpolatorTest,36
258,org.apache.commons.math3.distribution.PoissonDistributionTest,37
259,org.apache.commons.math3.exception.util.LocalizedFormatsTest,37
260,org.apache.commons.math3.linear.RRQRSolverTest,37
261,org.apache.commons.math3.linear.RealMatrixFormatTest,37
262,org.apache.commons.math3.util.OpenIntToFieldTest,37
263,org.apache.commons.math3.distribution.LevyDistributionTest,38
264,org.apache.commons.math3.special.GammaTest,38
265,org.apache.commons.math3.distribution.UniformRealDistributionTest,39
266,org.apache.commons.math3.geometry.euclidean.threed.PolyhedronsSetTest,39
267,org.apache.commons.math3.ode.sampling.NordsieckStepInterpolatorTest,39
268,org.apache.commons.math3.stat.correlation.PearsonsCorrelationTest,39
269,org.apache.commons.math3.geometry.euclidean.twod.PolygonsSetTest,40
270,org.apache.commons.math3.ode.nonstiff.GillStepInterpolatorTest,40
271,org.apache.commons.math3.stat.descriptive.SynchronizedDescriptiveStatisticsTest,40
272,org.apache.commons.math3.stat.regression.OLSMultipleLinearRegressionTest,40
273,org.apache.commons.math3.stat.regression.SimpleRegressionTest,40
274,org.apache.commons.math3.analysis.integration.gauss.HermiteParametricTest,41
275,org.apache.commons.math3.analysis.integration.gauss.LegendreParametricTest,41
276,org.apache.commons.math3.distribution.KolmogorovSmirnovDistributionTest,41
277,org.apache.commons.math3.linear.QRDecompositionTest,41
278,org.apache.commons.math3.ode.nonstiff.EulerIntegratorTest,41
279,org.apache.commons.math3.ode.nonstiff.HighamHall54IntegratorTest,41
280,org.apache.commons.math3.fitting.GaussianFitterTest,42
281,org.apache.commons.math3.distribution.ExponentialDistributionTest,43
282,org.apache.commons.math3.ode.nonstiff.ClassicalRungeKuttaStepInterpolatorTest,43
283,org.apache.commons.math3.distribution.NormalDistributionTest,44
284,org.apache.commons.math3.ode.nonstiff.AdamsBashforthIntegratorTest,45
285,org.apache.commons.math3.ode.nonstiff.ThreeEighthesStepInterpolatorTest,45
286,org.apache.commons.math3.special.BetaTest,45
287,org.apache.commons.math3.util.OpenIntToDoubleHashMapTest,46
288,org.apache.commons.math3.distribution.fitting.MultivariateNormalMixtureExpectationMaximizationTest,47
289,org.apache.commons.math3.geometry.euclidean.threed.Vector3DTest,47
290,org.apache.commons.math3.optimization.fitting.HarmonicFitterTest,47
291,org.apache.commons.math3.stat.clustering.KMeansPlusPlusClustererTest,47
292,org.apache.commons.math3.ode.nonstiff.DormandPrince54StepInterpolatorTest,48
293,org.apache.commons.math3.analysis.interpolation.HermiteInterpolatorTest,49
294,org.apache.commons.math3.distribution.EnumeratedIntegerDistributionTest,49
295,org.apache.commons.math3.linear.UnmodifiableOpenMapRealVectorTest,49
296,org.apache.commons.math3.ode.nonstiff.DormandPrince853StepInterpolatorTest,49
297,org.apache.commons.math3.fitting.GaussianCurveFitterTest,50
298,org.apache.commons.math3.optimization.general.NonLinearConjugateGradientOptimizerTest,50
299,org.apache.commons.math3.ode.nonstiff.AdamsMoultonIntegratorTest,51
300,org.apache.commons.math3.ode.nonstiff.DormandPrince853IntegratorTest,51
301,org.apache.commons.math3.analysis.differentiation.GradientFunctionTest,53
302,org.apache.commons.math3.distribution.ChiSquaredDistributionTest,53
303,org.apache.commons.math3.linear.RRQRDecompositionTest,53
304,org.apache.commons.math3.distribution.EnumeratedRealDistributionTest,54
305,org.apache.commons.math3.distribution.WeibullDistributionTest,54
306,org.apache.commons.math3.ode.events.EventFilterTest,54
307,org.apache.commons.math3.distribution.ParetoDistributionTest,55
308,org.apache.commons.math3.linear.Array2DRowRealMatrixTest,55
309,org.apache.commons.math3.util.MathArraysTest,55
310,org.apache.commons.math3.analysis.differentiation.FiniteDifferencesDifferentiatorTest,58
311,org.apache.commons.math3.distribution.TDistributionTest,58
312,org.apache.commons.math3.fitting.leastsquares.GaussNewtonOptimizerTest,60
313,org.apache.commons.math3.optimization.fitting.GaussianFitterTest,60
314,org.apache.commons.math3.analysis.FunctionUtilsTest,61
315,org.apache.commons.math3.distribution.CauchyDistributionTest,61
316,org.apache.commons.math3.ode.nonstiff.MidpointIntegratorTest,61
317,org.apache.commons.math3.optim.nonlinear.vector.jacobian.GaussNewtonOptimizerTest,61
318,org.apache.commons.math3.geometry.euclidean.threed.RotationTest,63
319,org.apache.commons.math3.linear.HessenbergTransformerTest,63
320,org.apache.commons.math3.util.FastMathStrictComparisonTest,63
321,org.apache.commons.math3.linear.SchurTransformerTest,64
322,org.apache.commons.math3.genetics.UniformCrossoverTest,65
323,org.apache.commons.math3.ode.nonstiff.ClassicalRungeKuttaIntegratorTest,66
324,org.apache.commons.math3.analysis.integration.MidPointIntegratorTest,68
325,org.apache.commons.math3.distribution.FDistributionTest,68
326,org.apache.commons.math3.linear.FieldMatrixImplTest,68
327,org.apache.commons.math3.ode.nonstiff.DormandPrince54IntegratorTest,68
328,org.apache.commons.math3.ode.nonstiff.GillIntegratorTest,69
329,org.apache.commons.math3.ode.nonstiff.ThreeEighthesIntegratorTest,69
330,org.apache.commons.math3.stat.regression.MillerUpdatingRegressionTest,69
331,org.apache.commons.math3.analysis.interpolation.MicrosphereInterpolatorTest,73
332,org.apache.commons.math3.optim.nonlinear.vector.jacobian.LevenbergMarquardtOptimizerTest,74
333,org.apache.commons.math3.distribution.BinomialDistributionTest,75
334,org.apache.commons.math3.fitting.leastsquares.LevenbergMarquardtOptimizerTest,76
335,org.apache.commons.math3.util.Decimal64Test,76
336,org.apache.commons.math3.dfp.DfpMathTest,77
337,org.apache.commons.math3.distribution.LogNormalDistributionTest,83
338,org.apache.commons.math3.genetics.GeneticAlgorithmTestPermutations,85
339,org.apache.commons.math3.optim.linear.SimplexSolverTest,86
340,org.apache.commons.math3.stat.descriptive.MultivariateSummaryStatisticsTest,86
341,org.apache.commons.math3.distribution.TriangularDistributionTest,87
342,org.apache.commons.math3.fitting.leastsquares.MinpackTest,87
343,org.apache.commons.math3.linear.SingularValueDecompositionTest,99
344,org.apache.commons.math3.ode.nonstiff.GraggBulirschStoerIntegratorTest,103
345,org.apache.commons.math3.optim.nonlinear.vector.jacobian.MinpackTest,104
346,org.apache.commons.math3.geometry.euclidean.threed.FieldVector3DTest,109
347,org.apache.commons.math3.linear.ConjugateGradientTest,110
348,org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizerTest,111
349,org.apache.commons.math3.linear.BlockRealMatrixTest,117
350,org.apache.commons.math3.linear.SymmLQTest,117
351,org.apache.commons.math3.dfp.DfpDecTest,118
352,org.apache.commons.math3.linear.RealVectorTest,122
353,org.apache.commons.math3.distribution.GammaDistributionTest,129
354,org.apache.commons.math3.complex.ComplexTest,132
355,org.apache.commons.math3.distribution.MultivariateNormalDistributionTest,133
356,org.apache.commons.math3.optimization.general.GaussNewtonOptimizerTest,142
357,org.apache.commons.math3.linear.SparseRealVectorTest,143
358,org.apache.commons.math3.linear.EigenDecompositionTest,148
359,org.apache.commons.math3.linear.ArrayRealVectorTest,150
360,org.apache.commons.math3.optimization.linear.SimplexSolverTest,153
361,org.apache.commons.math3.analysis.integration.LegendreGaussIntegratorTest,163
362,org.apache.commons.math3.analysis.function.SincTest,168
363,org.apache.commons.math3.geometry.euclidean.threed.SphericalCoordinatesTest,221
364,org.apache.commons.math3.analysis.polynomials.PolynomialsUtilsTest,236
365,org.apache.commons.math3.dfp.BracketingNthOrderBrentSolverDFPTest,254
366,org.apache.commons.math3.util.CombinatoricsUtilsTest,284
367,org.apache.commons.math3.linear.BlockFieldMatrixTest,310
368,org.apache.commons.math3.stat.regression.GLSMultipleLinearRegressionTest,359
369,org.apache.commons.math3.ode.JacobianMatricesTest,391
370,org.apache.commons.math3.optimization.general.MinpackTest,415
371,org.apache.commons.math3.analysis.integration.IterativeLegendreGaussIntegratorTest,478
372,org.apache.commons.math3.analysis.differentiation.DerivativeStructureTest,534
373,org.apache.commons.math3.fitting.PolynomialFitterTest,540
374,org.apache.commons.math3.dfp.DfpTest,543
375,org.apache.commons.math3.geometry.euclidean.threed.FieldRotationDSTest,680
376,org.apache.commons.math3.analysis.interpolation.FieldHermiteInterpolatorTest,820
377,org.apache.commons.math3.geometry.euclidean.threed.FieldRotationDfpTest,1347
378,org.apache.commons.math3.optimization.direct.BOBYQAOptimizerTest,2105
379,org.apache.commons.math3.optimization.direct.CMAESOptimizerTest,2312
380,org.apache.commons.math3.optimization.fitting.PolynomialFitterTest,2765
381,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.CMAESOptimizerTest,2795
382,org.apache.commons.math3.analysis.integration.gauss.LegendreHighPrecisionTest,2962
383,org.apache.commons.math3.genetics.FixedElapsedTimeTest,3040
384,org.apache.commons.math3.optim.nonlinear.scalar.noderiv.BOBYQAOptimizerTest,3119
385,org.apache.commons.math3.util.FastMathTest,4351
