TestNo,TestName,Runtime
45,org.joda.time.field.TestPreciseDurationField,38
46,org.joda.time.TestDateTimeFieldType,39
47,org.joda.time.TestMonthDay_Constructors,39
48,org.joda.time.TestMonths,39
49,org.joda.time.TestYears,40
50,org.joda.time.tz.TestBuilder,40
51,org.joda.time.format.TestDateTimeFormatterBuilder,41
52,org.joda.time.TestHours,42
53,org.joda.time.TestSeconds,42
54,org.joda.time.TestDays,43
55,org.joda.time.TestWeeks,43
56,org.joda.time.field.TestScaledDurationField,43
57,org.joda.time.TestMinutes,44
58,org.joda.time.TestInstant_Basics,46
59,org.joda.time.TestMutableInterval_Updates,46
60,org.joda.time.TestLocalTime_Properties,47
61,org.joda.time.tz.TestCompiler,47
62,org.joda.time.TestBaseSingleFieldPeriod,49
63,org.joda.time.TestMutableDateTime_Basics,50
64,org.joda.time.TestPeriodType,50
65,org.joda.time.TestDateMidnight_Properties,51
66,org.joda.time.format.TestDateTimeFormatStyle,51
67,org.joda.time.TestLocalDate_Constructors,53
68,org.joda.time.TestLocalDateTime_Constructors,54
69,org.joda.time.format.TestISODateTimeFormat_Fields,54
70,org.joda.time.TestSerialization,55
71,org.joda.time.chrono.TestISOChronology,57
72,org.joda.time.TestDateMidnight_Constructors,58
73,org.joda.time.TestMutableDateTime_Constructors,58
74,org.joda.time.TestTimeOfDay_Constructors,58
75,org.joda.time.format.TestDateTimeFormatter,58
76,org.joda.time.TestYearMonth_Basics,59
77,org.joda.time.format.TestPeriodFormat,60
78,org.joda.time.TestLocalTime_Basics,61
79,org.joda.time.TestTimeOfDay_Properties,61
80,org.joda.time.format.TestPeriodFormatterBuilder,61
81,org.joda.time.TestTimeOfDay_Basics,62
82,org.joda.time.field.TestPreciseDurationDateTimeField,63
83,org.joda.time.TestLocalDateTime_Properties,64
84,org.joda.time.TestLocalTime_Constructors,64
85,org.joda.time.TestDateTimeComparator,66
86,org.joda.time.TestMutableDateTime_Sets,66
87,org.joda.time.field.TestPreciseDateTimeField,66
88,org.joda.time.format.TestISODateTimeFormat,67
89,org.joda.time.format.TestISODateTimeFormatParsing,67
90,org.joda.time.TestDateTime_Constructors,69
91,org.joda.time.TestMutableInterval_Constructors,69
92,org.joda.time.TestMutablePeriod_Constructors,69
93,org.joda.time.TestYearMonthDay_Constructors,69
94,org.joda.time.TestMonthDay_Basics,70
95,org.joda.time.TestYearMonthDay_Basics,73
96,org.joda.time.chrono.TestGJChronology,73
97,org.joda.time.field.TestOffsetDateTimeField,74
98,org.joda.time.TestInterval_Constructors,76
99,org.joda.time.TestLocalDateTime_Basics,76
100,org.joda.time.TestMutableDateTime_Properties,76
101,org.joda.time.field.TestBaseDateTimeField,78
102,org.joda.time.TestDuration_Basics,79
103,org.joda.time.TestPartial_Basics,79
104,org.joda.time.convert.TestStringConverter,80
105,org.joda.time.convert.TestConverterManager,84
106,org.joda.time.TestDateTime_Properties,85
107,org.joda.time.TestDateTime_Basics,89
108,org.joda.time.TestMutablePeriod_Updates,92
109,org.joda.time.TestInterval_Basics,93
110,org.joda.time.TestLocalDate_Basics,93
111,org.joda.time.TestPeriod_Basics,97
112,org.joda.time.TestPeriod_Constructors,103
113,org.joda.time.TestDateTimeZone,106
114,org.joda.time.format.TestDateTimeFormat,110
115,org.joda.time.TestDateTimeZoneCutover,111
116,org.joda.time.TestDateMidnight_Basics,123
117,org.joda.time.chrono.TestCopticChronology,148
118,org.joda.time.chrono.TestEthiopicChronology,166
119,org.joda.time.chrono.TestIslamicChronology,281
120,org.joda.time.chrono.TestBuddhistChronology,350
