owner_internal,method,descriptor,total_units,sliced_units,probability
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,getBytesInflated,()J,17,0,0.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,getNextEntry,()Lorg/apache/commons/compress/archivers/ArchiveEntry;,3,0,0.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,getNextZipEntry,()Lorg/apache/commons/compress/archivers/zip/ZipArchiveEntry;,205,0,0.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,isFirstByteOfEocdSig,(I)Z,10,9,0.900000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,matches,([BI)Z,23,23,1.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,processZip64Extra,(Lorg/apache/commons/compress/archivers/zip/ZipLong;Lorg/apache/commons/compress/archivers/zip/ZipLong;)V,44,43,0.977273
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,pushback,([BII)V,10,9,0.900000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,read,([BII)I,100,99,0.990000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,readDataDescriptor,()V,55,0,0.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,readDeflated,([BII)I,23,22,0.956522
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,readFirstLocalFileHeader,([B)V,20,19,0.950000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,readFromInflater,([BII)I,36,35,0.972222
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,readFully,([B)V,11,10,0.909091
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,readOneByte,()I,7,0,0.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,readStored,([BII)I,65,64,0.984615
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,readStoredEntry,()V,36,0,0.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,realSkip,(J)V,36,35,0.972222
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,skip,(J)J,34,33,0.970588
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,skipRemainderOfArchive,()V,15,0,0.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,supportsCompressedSizeFor,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveEntry;)Z,22,21,0.954545
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream,supportsDataDescriptorFor,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveEntry;)Z,19,18,0.947368
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$1,<clinit>,()V,29,0,0.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$BoundedInputStream,<init>,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream;Ljava/io/InputStream;J)V,10,9,0.900000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$BoundedInputStream,available,()I,14,0,0.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$BoundedInputStream,read,()I,23,0,0.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$BoundedInputStream,read,([B)I,5,4,0.800000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$BoundedInputStream,read,([BII)I,44,43,0.977273
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$BoundedInputStream,skip,(J)J,18,17,0.944444
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,<init>,()V,9,0,0.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,<init>,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream$1;)V,4,3,0.750000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,access$100,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry;)Lorg/apache/commons/compress/archivers/zip/ZipArchiveEntry;,3,3,1.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,access$200,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry;)Z,3,3,1.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,access$202,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry;Z)Z,4,4,1.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,access$300,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry;)Ljava/io/InputStream;,3,3,1.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,access$302,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry;Ljava/io/InputStream;)Ljava/io/InputStream;,4,4,1.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,access$400,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry;)Z,3,3,1.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,access$402,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry;Z)Z,4,4,1.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,access$500,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry;)Ljava/util/zip/CRC32;,3,3,1.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,access$600,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry;)J,3,3,1.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,access$614,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry;J)J,6,6,1.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,access$700,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry;)J,3,3,1.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,access$708,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry;)J,5,5,1.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,access$714,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry;J)J,6,6,1.000000
org/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry,access$722,(Lorg/apache/commons/compress/archivers/zip/ZipArchiveInputStream$CurrentEntry;J)J,6,6,1.000000
