rank,test
74,com.fasterxml.jackson.core.json.async.AsyncCommentParsingTest#testCCommentsEnabled
75,com.fasterxml.jackson.core.json.async.AsyncCharEscapingTest#testMissingLinefeedEscaping
76,com.fasterxml.jackson.core.json.async.AsyncMissingValuesInArrayTest#testArrayTrailingCommas[Features [ALLOW_TRAILING_COMMA]]
77,com.fasterxml.jackson.core.json.async.AsyncFieldNamesTest#testEscapedFieldNames
78,com.fasterxml.jackson.core.json.async.AsyncMissingValuesInArrayTest#testArrayTrailingCommas[Features [ALLOW_MISSING_VALUES]]
79,com.fasterxml.jackson.core.json.async.AsyncStringArrayTest#testShortAsciiStrings
80,com.fasterxml.jackson.core.json.async.AsyncMissingValuesInObjectTest#testObjectTrailingCommas[Features [ALLOW_TRAILING_COMMA]]
81,com.fasterxml.jackson.core.json.async.AsyncSimpleObjectTest#testNumbers
82,com.fasterxml.jackson.core.json.async.AsyncNonStdNumbersTest#testAllowNaN
83,com.fasterxml.jackson.core.json.async.AsyncNumberLeadingZeroesTest#testLeadingZeroesInt
84,com.fasterxml.jackson.core.json.async.AsyncBinaryParseTest#testRawAsRootValue
85,com.fasterxml.jackson.core.json.async.AsyncNumberCoercionTest#testToBigDecimalCoercion
86,com.fasterxml.jackson.core.json.async.AsyncScalarArrayTest#testBigDecimals
87,com.fasterxml.jackson.core.json.async.AsyncNonStdNumbersTest#testAllowInf
88,com.fasterxml.jackson.failing.async.AsyncTokenErrorTest#testInvalidKeywordsStartOk
89,com.fasterxml.jackson.core.json.async.AsyncStringObjectTest#testBasicFieldsNames
90,com.fasterxml.jackson.core.json.async.AsyncNonStdNumbersTest#testDisallowInf
91,com.fasterxml.jackson.core.json.async.AsyncFieldNamesTest#testSimpleFieldNames
92,com.fasterxml.jackson.core.json.async.AsyncNonStdParsingTest#testLargeUnquotedNames
93,com.fasterxml.jackson.core.json.async.AsyncParserNamesTest#testEvenLongerName
94,com.fasterxml.jackson.core.json.async.AsyncScalarArrayTest#testBigIntegers
95,com.fasterxml.jackson.core.json.async.AsyncMissingValuesInObjectTest#testObjectBasic[Features []]
96,com.fasterxml.jackson.core.json.async.AsyncStringArrayTest#testLongUnicodeStrings
97,com.fasterxml.jackson.core.json.async.AsyncNonStdParsingTest#testAposQuotingDisabled
98,com.fasterxml.jackson.core.json.async.AsyncCommentParsingTest#testCommentsDisabled
99,com.fasterxml.jackson.core.json.async.AsyncNumberCoercionTest#testToIntFailing
100,com.fasterxml.jackson.core.json.async.AsyncMissingValuesInObjectTest#testObjectInnerComma[Features []]
101,com.fasterxml.jackson.core.json.async.AsyncMissingValuesInObjectTest#testObjectTrailingCommas[Features []]
102,com.fasterxml.jackson.core.json.async.AsyncMissingValuesInObjectTest#testObjectLeadingComma[Features [ALLOW_TRAILING_COMMA]]
103,com.fasterxml.jackson.core.json.async.AsyncRootNumbersTest#testRootDoublesScientific
104,com.fasterxml.jackson.core.json.async.AsyncCommentParsingTest#testCommentsEnabled
105,com.fasterxml.jackson.core.json.async.AsyncMissingValuesInArrayTest#testArrayInnerComma[Features [ALLOW_MISSING_VALUES]]
106,com.fasterxml.jackson.core.json.async.AsyncMissingValuesInObjectTest#testObjectInnerComma[Features [ALLOW_MISSING_VALUES]]
107,com.fasterxml.jackson.core.json.async.AsyncStringArrayTest#testLongAsciiStrings
108,com.fasterxml.jackson.core.json.async.AsyncScalarArrayTest#testDoubles
