owner_internal,method,descriptor,roc,forward_probability,impact_probability
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,setNextIsCData,(Z)V,0.000000,0.750000,0.013514
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,setNextIsUnwrapped,(Z)V,0.000000,0.750000,0.013514
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,setNextName,(Ljavax/xml/namespace/QName;)V,0.000000,0.750000,0.060654
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,setNextNameIfMissing,(Ljavax/xml/namespace/QName;)Z,0.000000,0.857143,0.013514
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,setPrettyPrinter,(Lcom/fasterxml/jackson/core/PrettyPrinter;)Lcom/fasterxml/jackson/core/JsonGenerator;,0.000000,0.909091,0.013514
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,startWrappedValue,(Ljavax/xml/namespace/QName;Ljavax/xml/namespace/QName;)V,0.000000,0.954545,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,toFullBuffer,([BII)[B,0.000000,0.916667,0.020247
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,toFullBuffer,(Ljava/io/InputStream;I)[B,0.000000,0.954545,0.018955
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeBinary,(Lcom/fasterxml/jackson/core/Base64Variant;[BII)V,0.000000,0.980769,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeBinary,(Lcom/fasterxml/jackson/core/Base64Variant;Ljava/io/InputStream;I)I,0.000000,0.980000,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeBoolean,(Z)V,0.000000,0.977778,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeEndArray,()V,0.000000,0.000000,0.020270
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeEndObject,()V,0.000000,0.000000,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeFieldName,(Lcom/fasterxml/jackson/core/SerializableString;)V,0.000000,0.800000,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeFieldName,(Ljava/lang/String;)V,0.000000,0.937500,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNull,()V,0.000000,0.000000,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNumber,(D)V,0.000000,0.977778,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNumber,(F)V,0.000000,0.977778,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNumber,(I)V,0.000000,0.977778,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNumber,(Ljava/lang/String;)V,0.000000,0.750000,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNumber,(Ljava/math/BigDecimal;)V,0.000000,0.985507,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNumber,(Ljava/math/BigInteger;)V,0.000000,0.979167,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNumber,(J)V,0.000000,0.977778,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRaw,(C)V,0.000000,0.800000,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRaw,([CII)V,0.000000,0.928571,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRaw,(Ljava/lang/String;)V,0.000000,0.916667,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRaw,(Ljava/lang/String;II)V,0.000000,0.928571,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRawUTF8String,([BII)V,0.000000,0.833333,0.013514
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRawValue,([CII)V,0.000000,0.972973,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRawValue,(Lcom/fasterxml/jackson/core/SerializableString;)V,0.000000,0.750000,0.013514
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRawValue,(Ljava/lang/String;)V,0.000000,0.969697,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRawValue,(Ljava/lang/String;II)V,0.000000,0.972973,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRepeatedFieldName,()V,0.000000,0.000000,0.013514
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeStartArray,()V,0.000000,0.000000,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeStartObject,()V,0.000000,0.000000,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeStreamAsBinary,(Ljava/io/InputStream;I)V,0.000000,0.954545,0.018955
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeString,([CII)V,0.000000,0.983333,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeString,(Lcom/fasterxml/jackson/core/SerializableString;)V,0.000000,0.800000,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeString,(Ljava/lang/String;)V,0.000000,0.982143,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeStringField,(Ljava/lang/String;Ljava/lang/String;)V,0.000000,0.833333,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeUTF8String,([BII)V,0.000000,0.833333,0.013514
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,<clinit>,()V,0.000000,0.000000,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,<init>,(Ljava/lang/String;IZ)V,0.000000,0.900000,0.027027
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,collectDefaults,()I,0.000000,0.000000,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,enabledByDefault,()Z,0.000000,0.000000,0.018018
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,enabledIn,(I)Z,0.000000,0.888889,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,getMask,()I,0.000000,0.000000,0.099099
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,valueOf,(Ljava/lang/String;)Lcom/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature;,0.000000,1.000000,0.013514
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,values,()[Lcom/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature;,0.000000,0.000000,0.018018
