owner_internal,method,descriptor,total_units,sliced_units,probability
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNull,()V,32,0,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNumber,(D)V,45,44,0.977778
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNumber,(F)V,45,44,0.977778
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNumber,(I)V,45,44,0.977778
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNumber,(J)V,45,44,0.977778
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNumber,(Ljava/lang/String;)V,4,3,0.750000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNumber,(Ljava/math/BigDecimal;)V,69,68,0.985507
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeNumber,(Ljava/math/BigInteger;)V,48,47,0.979167
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRaw,(C)V,5,4,0.800000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRaw,(Ljava/lang/String;)V,12,11,0.916667
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRaw,(Ljava/lang/String;II)V,14,13,0.928571
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRaw,([CII)V,14,13,0.928571
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRawUTF8String,([BII)V,6,5,0.833333
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRawValue,(Lcom/fasterxml/jackson/core/SerializableString;)V,4,3,0.750000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRawValue,(Ljava/lang/String;)V,33,32,0.969697
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRawValue,(Ljava/lang/String;II)V,37,36,0.972973
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRawValue,([CII)V,37,36,0.972973
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeRepeatedFieldName,()V,8,0,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeStartArray,()V,11,0,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeStartObject,()V,13,0,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeStreamAsBinary,(Ljava/io/InputStream;I)V,22,21,0.954545
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeString,(Lcom/fasterxml/jackson/core/SerializableString;)V,5,4,0.800000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeString,(Ljava/lang/String;)V,56,55,0.982143
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeString,([CII)V,60,59,0.983333
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeStringField,(Ljava/lang/String;Ljava/lang/String;)V,6,5,0.833333
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator,writeUTF8String,([BII)V,6,5,0.833333
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,<clinit>,()V,13,0,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,<init>,(Ljava/lang/String;IZ)V,10,9,0.900000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,collectDefaults,()I,13,0,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,enabledByDefault,()Z,3,0,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,enabledIn,(I)Z,9,8,0.888889
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,getMask,()I,3,0,0.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,valueOf,(Ljava/lang/String;)Lcom/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature;,4,4,1.000000
com/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature,values,()[Lcom/fasterxml/jackson/dataformat/xml/ser/ToXmlGenerator$Feature;,4,0,0.000000
