owner_internal,method,descriptor,total_units,sliced_units,probability
org/joda/time/format/PeriodFormatterBuilder,appendSecondsWithOptionalMillis,()Lorg/joda/time/format/PeriodFormatterBuilder;,3,0,0.000000
org/joda/time/format/PeriodFormatterBuilder,appendSeparator,(Ljava/lang/String;)Lorg/joda/time/format/PeriodFormatterBuilder;,4,3,0.750000
org/joda/time/format/PeriodFormatterBuilder,appendSeparator,(Ljava/lang/String;Ljava/lang/String;)Lorg/joda/time/format/PeriodFormatterBuilder;,5,4,0.800000
org/joda/time/format/PeriodFormatterBuilder,appendSeparator,(Ljava/lang/String;Ljava/lang/String;[Ljava/lang/String;)Lorg/joda/time/format/PeriodFormatterBuilder;,6,5,0.833333
org/joda/time/format/PeriodFormatterBuilder,appendSeparator,(Ljava/lang/String;Ljava/lang/String;[Ljava/lang/String;ZZ)Lorg/joda/time/format/PeriodFormatterBuilder;,57,56,0.982456
org/joda/time/format/PeriodFormatterBuilder,appendSeparatorIfFieldsAfter,(Ljava/lang/String;)Lorg/joda/time/format/PeriodFormatterBuilder;,4,3,0.750000
org/joda/time/format/PeriodFormatterBuilder,appendSeparatorIfFieldsBefore,(Ljava/lang/String;)Lorg/joda/time/format/PeriodFormatterBuilder;,4,3,0.750000
org/joda/time/format/PeriodFormatterBuilder,appendSuffix,(Ljava/lang/String;)Lorg/joda/time/format/PeriodFormatterBuilder;,10,9,0.900000
org/joda/time/format/PeriodFormatterBuilder,appendSuffix,(Ljava/lang/String;Ljava/lang/String;)Lorg/joda/time/format/PeriodFormatterBuilder;,12,11,0.916667
org/joda/time/format/PeriodFormatterBuilder,appendSuffix,(Lorg/joda/time/format/PeriodFormatterBuilder$PeriodFieldAffix;)Lorg/joda/time/format/PeriodFormatterBuilder;,44,43,0.977273
org/joda/time/format/PeriodFormatterBuilder,appendWeeks,()Lorg/joda/time/format/PeriodFormatterBuilder;,3,0,0.000000
org/joda/time/format/PeriodFormatterBuilder,appendYears,()Lorg/joda/time/format/PeriodFormatterBuilder;,3,0,0.000000
org/joda/time/format/PeriodFormatterBuilder,clear,()V,19,0,0.000000
org/joda/time/format/PeriodFormatterBuilder,clearPrefix,()V,8,0,0.000000
org/joda/time/format/PeriodFormatterBuilder,createComposite,(Ljava/util/List;)[Ljava/lang/Object;,21,21,1.000000
org/joda/time/format/PeriodFormatterBuilder,maximumParsedDigits,(I)Lorg/joda/time/format/PeriodFormatterBuilder;,4,3,0.750000
org/joda/time/format/PeriodFormatterBuilder,minimumPrintedDigits,(I)Lorg/joda/time/format/PeriodFormatterBuilder;,4,3,0.750000
org/joda/time/format/PeriodFormatterBuilder,printZeroAlways,()Lorg/joda/time/format/PeriodFormatterBuilder;,3,0,0.000000
org/joda/time/format/PeriodFormatterBuilder,printZeroIfSupported,()Lorg/joda/time/format/PeriodFormatterBuilder;,3,0,0.000000
org/joda/time/format/PeriodFormatterBuilder,printZeroNever,()Lorg/joda/time/format/PeriodFormatterBuilder;,3,0,0.000000
org/joda/time/format/PeriodFormatterBuilder,printZeroRarelyFirst,()Lorg/joda/time/format/PeriodFormatterBuilder;,3,0,0.000000
org/joda/time/format/PeriodFormatterBuilder,printZeroRarelyLast,()Lorg/joda/time/format/PeriodFormatterBuilder;,3,0,0.000000
org/joda/time/format/PeriodFormatterBuilder,rejectSignedValues,(Z)Lorg/joda/time/format/PeriodFormatterBuilder;,4,3,0.750000
org/joda/time/format/PeriodFormatterBuilder,toFormatter,()Lorg/joda/time/format/PeriodFormatter;,10,0,0.000000
org/joda/time/format/PeriodFormatterBuilder,toFormatter,(Ljava/util/List;ZZ)Lorg/joda/time/format/PeriodFormatter;,47,47,1.000000
org/joda/time/format/PeriodFormatterBuilder,toParser,()Lorg/joda/time/format/PeriodParser;,7,0,0.000000
org/joda/time/format/PeriodFormatterBuilder,toPrinter,()Lorg/joda/time/format/PeriodPrinter;,7,0,0.000000
org/joda/time/format/PeriodFormatterBuilder$Composite,<init>,(Ljava/util/List;)V,27,26,0.962963
org/joda/time/format/PeriodFormatterBuilder$Composite,addArrayToList,(Ljava/util/List;[Ljava/lang/Object;)V,12,11,0.916667
org/joda/time/format/PeriodFormatterBuilder$Composite,calculatePrintedLength,(Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;)I,14,13,0.928571
org/joda/time/format/PeriodFormatterBuilder$Composite,countFieldsToPrint,(Lorg/joda/time/ReadablePeriod;ILjava/util/Locale;)I,16,15,0.937500
org/joda/time/format/PeriodFormatterBuilder$Composite,decompose,(Ljava/util/List;Ljava/util/List;Ljava/util/List;)V,31,30,0.967742
org/joda/time/format/PeriodFormatterBuilder$Composite,parseInto,(Lorg/joda/time/ReadWritablePeriod;Ljava/lang/String;ILjava/util/Locale;)I,19,18,0.947368
org/joda/time/format/PeriodFormatterBuilder$Composite,printTo,(Ljava/io/Writer;Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;)V,13,12,0.923077
org/joda/time/format/PeriodFormatterBuilder$Composite,printTo,(Ljava/lang/StringBuffer;Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;)V,13,12,0.923077
org/joda/time/format/PeriodFormatterBuilder$CompositeAffix,<init>,(Lorg/joda/time/format/PeriodFormatterBuilder$PeriodFieldAffix;Lorg/joda/time/format/PeriodFormatterBuilder$PeriodFieldAffix;)V,7,6,0.857143
org/joda/time/format/PeriodFormatterBuilder$CompositeAffix,calculatePrintedLength,(I)I,8,7,0.875000
org/joda/time/format/PeriodFormatterBuilder$CompositeAffix,parse,(Ljava/lang/String;I)I,10,9,0.900000
org/joda/time/format/PeriodFormatterBuilder$CompositeAffix,printTo,(Ljava/io/Writer;I)V,8,7,0.875000
org/joda/time/format/PeriodFormatterBuilder$CompositeAffix,printTo,(Ljava/lang/StringBuffer;I)V,8,7,0.875000
org/joda/time/format/PeriodFormatterBuilder$CompositeAffix,scan,(Ljava/lang/String;I)I,12,11,0.916667
org/joda/time/format/PeriodFormatterBuilder$FieldFormatter,<init>,(IIIZI[Lorg/joda/time/format/PeriodFormatterBuilder$FieldFormatter;Lorg/joda/time/format/PeriodFormatterBuilder$PeriodFieldAffix;Lorg/joda/time/format/PeriodFormatterBuilder$PeriodFieldAffix;)V,19,18,0.947368
org/joda/time/format/PeriodFormatterBuilder$FieldFormatter,<init>,(Lorg/joda/time/format/PeriodFormatterBuilder$FieldFormatter;Lorg/joda/time/format/PeriodFormatterBuilder$PeriodFieldAffix;)V,26,25,0.961538
org/joda/time/format/PeriodFormatterBuilder$FieldFormatter,calculatePrintedLength,(Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;)I,37,36,0.972973
org/joda/time/format/PeriodFormatterBuilder$FieldFormatter,countFieldsToPrint,(Lorg/joda/time/ReadablePeriod;ILjava/util/Locale;)I,13,12,0.923077
org/joda/time/format/PeriodFormatterBuilder$FieldFormatter,getFieldType,()I,3,0,0.000000
org/joda/time/format/PeriodFormatterBuilder$FieldFormatter,getFieldValue,(Lorg/joda/time/ReadablePeriod;)J,103,102,0.990291
org/joda/time/format/PeriodFormatterBuilder$FieldFormatter,isSupported,(Lorg/joda/time/PeriodType;I)Z,39,38,0.974359
org/joda/time/format/PeriodFormatterBuilder$FieldFormatter,isZero,(Lorg/joda/time/ReadablePeriod;)Z,11,10,0.909091
org/joda/time/format/PeriodFormatterBuilder$FieldFormatter,parseInt,(Ljava/lang/String;II)I,50,49,0.980000
org/joda/time/format/PeriodFormatterBuilder$FieldFormatter,parseInto,(Lorg/joda/time/ReadWritablePeriod;Ljava/lang/String;ILjava/util/Locale;)I,178,177,0.994382
org/joda/time/format/PeriodFormatterBuilder$FieldFormatter,printTo,(Ljava/io/Writer;Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;)V,37,36,0.972973
org/joda/time/format/PeriodFormatterBuilder$FieldFormatter,printTo,(Ljava/lang/StringBuffer;Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;)V,37,36,0.972973
org/joda/time/format/PeriodFormatterBuilder$FieldFormatter,setFieldValue,(Lorg/joda/time/ReadWritablePeriod;II)V,22,21,0.954545
org/joda/time/format/PeriodFormatterBuilder$Literal,<clinit>,()V,4,0,0.000000
org/joda/time/format/PeriodFormatterBuilder$Literal,<init>,(Ljava/lang/String;)V,5,4,0.800000
org/joda/time/format/PeriodFormatterBuilder$Literal,calculatePrintedLength,(Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;)I,6,5,0.833333
org/joda/time/format/PeriodFormatterBuilder$Literal,countFieldsToPrint,(Lorg/joda/time/ReadablePeriod;ILjava/util/Locale;)I,5,4,0.800000
org/joda/time/format/PeriodFormatterBuilder$Literal,parseInto,(Lorg/joda/time/ReadWritablePeriod;Ljava/lang/String;ILjava/util/Locale;)I,17,16,0.941176
org/joda/time/format/PeriodFormatterBuilder$Literal,printTo,(Ljava/io/Writer;Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;)V,7,6,0.857143
org/joda/time/format/PeriodFormatterBuilder$Literal,printTo,(Ljava/lang/StringBuffer;Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;)V,7,6,0.857143
org/joda/time/format/PeriodFormatterBuilder$PluralAffix,<init>,(Ljava/lang/String;Ljava/lang/String;)V,7,6,0.857143
org/joda/time/format/PeriodFormatterBuilder$PluralAffix,calculatePrintedLength,(I)I,8,7,0.875000
org/joda/time/format/PeriodFormatterBuilder$PluralAffix,parse,(Ljava/lang/String;I)I,26,25,0.961538
org/joda/time/format/PeriodFormatterBuilder$PluralAffix,printTo,(Ljava/io/Writer;I)V,9,8,0.888889
org/joda/time/format/PeriodFormatterBuilder$PluralAffix,printTo,(Ljava/lang/StringBuffer;I)V,9,8,0.888889
org/joda/time/format/PeriodFormatterBuilder$PluralAffix,scan,(Ljava/lang/String;I)I,27,26,0.962963
org/joda/time/format/PeriodFormatterBuilder$Separator,<init>,(Ljava/lang/String;Ljava/lang/String;[Ljava/lang/String;Lorg/joda/time/format/PeriodPrinter;Lorg/joda/time/format/PeriodParser;ZZ)V,47,46,0.978723
org/joda/time/format/PeriodFormatterBuilder$Separator,access$000,(Lorg/joda/time/format/PeriodFormatterBuilder$Separator;)Lorg/joda/time/format/PeriodParser;,3,3,1.000000
org/joda/time/format/PeriodFormatterBuilder$Separator,access$100,(Lorg/joda/time/format/PeriodFormatterBuilder$Separator;)Lorg/joda/time/format/PeriodPrinter;,3,3,1.000000
org/joda/time/format/PeriodFormatterBuilder$Separator,calculatePrintedLength,(Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;)I,36,35,0.972222
org/joda/time/format/PeriodFormatterBuilder$Separator,countFieldsToPrint,(Lorg/joda/time/ReadablePeriod;ILjava/util/Locale;)I,12,11,0.916667
org/joda/time/format/PeriodFormatterBuilder$Separator,finish,(Lorg/joda/time/format/PeriodPrinter;Lorg/joda/time/format/PeriodParser;)Lorg/joda/time/format/PeriodFormatterBuilder$Separator;,6,5,0.833333
org/joda/time/format/PeriodFormatterBuilder$Separator,parseInto,(Lorg/joda/time/ReadWritablePeriod;Ljava/lang/String;ILjava/util/Locale;)I,51,50,0.980392
org/joda/time/format/PeriodFormatterBuilder$Separator,printTo,(Ljava/io/Writer;Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;)V,32,31,0.968750
org/joda/time/format/PeriodFormatterBuilder$Separator,printTo,(Ljava/lang/StringBuffer;Lorg/joda/time/ReadablePeriod;Ljava/util/Locale;)V,32,31,0.968750
org/joda/time/format/PeriodFormatterBuilder$SimpleAffix,<init>,(Ljava/lang/String;)V,5,4,0.800000
org/joda/time/format/PeriodFormatterBuilder$SimpleAffix,calculatePrintedLength,(I)I,5,4,0.800000
org/joda/time/format/PeriodFormatterBuilder$SimpleAffix,parse,(Ljava/lang/String;I)I,12,11,0.916667
org/joda/time/format/PeriodFormatterBuilder$SimpleAffix,printTo,(Ljava/io/Writer;I)V,6,5,0.833333
org/joda/time/format/PeriodFormatterBuilder$SimpleAffix,printTo,(Ljava/lang/StringBuffer;I)V,6,5,0.833333
org/joda/time/format/PeriodFormatterBuilder$SimpleAffix,scan,(Ljava/lang/String;I)I,21,20,0.952381
